id,birth_year,sex,parental_education,childhood_sep,region,migration_background,baseline_health_18,income_32_eur,self_rated_health_32,mental_health_score_32,employment_status_32,emp_18,emp_19,emp_20,emp_21,emp_22,emp_23,emp_24,emp_25,emp_26,emp_27,emp_28,emp_29,emp_30,fam_18,fam_19,fam_20,fam_21,fam_22,fam_23,fam_24,fam_25,fam_26,fam_27,fam_28,fam_29,fam_30,house_18,house_19,house_20,house_21,house_22,house_23,house_24,house_25,house_26,house_27,house_28,house_29,house_30
296,1992,male,high,3,eastern_northern_finland,0,5,49400,5,5.4,full_time,education,education,education,education,education,full_time,full_time,full_time,full_time,full_time,full_time,full_time,unemployed,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,partnered_with_child,partnered_with_child,partnered_with_child,parental_home,parental_home,parental_home,parental_home,renting,renting,renting,renting,renting,renting,renting,renting,renting
297,1994,female,low,3,capital_region,0,5,55900,5,3.8,full_time,education,education,education,education,education,full_time,full_time,full_time,inactive_care,full_time,full_time,full_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,partnered_no_child,partnered_no_child,partnered_with_child,partnered_with_child,partnered_with_child,partnered_with_child,parental_home,parental_home,parental_home,parental_home,parental_home,other_temporary,other_temporary,other_temporary,other_temporary,renting,renting,renting,renting
298,1992,female,high,3,capital_region,0,5,52600,5,4.9,part_time,education,education,education,full_time,full_time,full_time,full_time,inactive_care,inactive_care,part_time,part_time,full_time,part_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,parental_home,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting
299,1993,female,high,2,southern_finland,0,3,46000,3,3.0,full_time,education,education,education,education,education,full_time,full_time,full_time,full_time,full_time,full_time,full_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,partnered_no_child,partnered_no_child,partnered_no_child,parental_home,parental_home,parental_home,other_temporary,other_temporary,other_temporary,other_temporary,other_temporary,other_temporary,renting,renting,renting,renting
300,1991,female,low,2,eastern_northern_finland,0,4,34400,3,11.4,full_time,education,education,education,full_time,full_time,full_time,full_time,inactive_care,inactive_care,full_time,part_time,full_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,partnered_no_child,partnered_no_child,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,renting,renting,renting,renting,renting
301,1990,male,low,2,eastern_northern_finland,0,2,31600,1,8.6,inactive_care,education,unemployed,unemployed,unemployed,part_time,unemployed,part_time,inactive_care,unemployed,part_time,unemployed,full_time,part_time,single_no_child,single_no_child,single_no_child,single_parent,single_parent,single_parent,single_parent,single_parent,single_parent,single_parent,single_parent,single_parent,single_parent,parental_home,parental_home,parental_home,parental_home,renting,renting,renting,renting,renting,renting,renting,renting,renting
302,1991,female,medium,2,capital_region,0,3,29400,2,5.5,full_time,part_time,part_time,education,unemployed,education,full_time,full_time,full_time,unemployed,full_time,full_time,full_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_parent,single_parent,single_parent,single_parent,single_parent,parental_home,parental_home,parental_home,parental_home,parental_home,renting,renting,renting,renting,renting,renting,renting,renting
303,1991,female,high,4,eastern_northern_finland,0,4,36400,4,3.2,full_time,education,education,education,education,education,full_time,full_time,full_time,full_time,full_time,full_time,full_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_with_child,partnered_with_child,partnered_with_child,parental_home,parental_home,parental_home,parental_home,renting,renting,renting,renting,owner_occupied,owner_occupied,owner_occupied,owner_occupied,owner_occupied
304,1994,male,high,3,capital_region,0,3,40400,3,9.7,full_time,unemployed,education,education,education,education,full_time,full_time,full_time,full_time,full_time,full_time,full_time,full_time,single_no_child,single_no_child,single_no_child,single_parent,single_parent,single_parent,single_parent,single_parent,single_parent,single_parent,single_parent,single_parent,single_parent,parental_home,parental_home,parental_home,parental_home,parental_home,renting,renting,renting,renting,renting,renting,renting,renting
305,1992,female,medium,1,western_finland,0,2,50400,2,13.2,full_time,education,education,education,education,education,full_time,full_time,full_time,full_time,unemployed,full_time,part_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,single_no_child,single_no_child,parental_home,parental_home,parental_home,parental_home,parental_home,other_temporary,other_temporary,other_temporary,other_temporary,other_temporary,renting,renting,renting
306,1991,male,medium,3,southern_finland,0,4,48900,5,11.9,full_time,education,education,full_time,unemployed,full_time,full_time,full_time,full_time,full_time,full_time,full_time,full_time,full_time,single_no_child,single_no_child,single_no_child,single_parent,single_parent,single_parent,single_parent,partnered_with_child,partnered_with_child,partnered_with_child,partnered_with_child,partnered_with_child,partnered_with_child,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,renting,renting,owner_occupied,owner_occupied,owner_occupied
307,1994,male,medium,2,western_finland,1,3,15500,2,10.9,part_time,education,unemployed,unemployed,unemployed,part_time,unemployed,unemployed,inactive_care,unemployed,part_time,unemployed,full_time,part_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,partnered_with_child,partnered_with_child,partnered_with_child,partnered_with_child,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting
308,1991,female,medium,4,eastern_northern_finland,0,3,42500,3,11.9,full_time,education,education,unemployed,full_time,full_time,unemployed,full_time,full_time,full_time,full_time,full_time,full_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_parent,single_parent,single_parent,single_parent,single_parent,parental_home,parental_home,parental_home,renting,renting,renting,renting,renting,renting,renting,owner_occupied,owner_occupied,owner_occupied
309,1993,female,high,4,western_finland,0,4,39100,3,4.8,full_time,education,part_time,unemployed,education,education,full_time,full_time,full_time,full_time,full_time,full_time,full_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,single_parent,single_parent,single_parent,single_parent,single_parent,single_parent,single_parent,single_parent,single_parent,renting,renting,renting,renting,renting,renting,renting,renting,owner_occupied,owner_occupied,owner_occupied,owner_occupied,owner_occupied
310,1990,female,low,1,eastern_northern_finland,0,3,30000,2,11.5,part_time,education,full_time,unemployed,inactive_care,part_time,unemployed,unemployed,inactive_care,unemployed,part_time,unemployed,full_time,part_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_parent,single_parent,single_parent,single_parent,single_parent,single_parent,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,renting,renting,renting,renting,renting,renting,renting
311,1991,female,low,2,eastern_northern_finland,0,3,29500,3,7.0,part_time,education,part_time,education,unemployed,unemployed,part_time,part_time,full_time,part_time,full_time,full_time,part_time,part_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_with_child,partnered_with_child,partnered_with_child,partnered_with_child,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting
312,1990,female,high,3,western_finland,0,4,51200,5,4.3,full_time,education,education,education,full_time,full_time,full_time,full_time,inactive_care,inactive_care,part_time,part_time,full_time,full_time,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,partnered_no_child,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,renting,renting,renting,renting,renting,owner_occupied,owner_occupied
313,1991,female,low,2,western_finland,1,3,42300,3,10.7,inactive_care,education,education,education,part_time,unemployed,part_time,part_time,full_time,full_time,full_time,full_time,unemployed,part_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_parent,single_parent,single_parent,single_parent,single_parent,single_parent,single_parent,other_temporary,renting,renting,renting,renting,renting,renting,owner_occupied,owner_occupied,owner_occupied,owner_occupied,owner_occupied,owner_occupied
314,1993,female,low,3,eastern_northern_finland,0,4,16300,3,9.6,full_time,education,unemployed,unemployed,unemployed,part_time,unemployed,unemployed,inactive_care,unemployed,part_time,full_time,full_time,part_time,single_no_child,single_no_child,single_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_with_child,partnered_with_child,partnered_with_child,partnered_with_child,partnered_with_child,partnered_with_child,other_temporary,other_temporary,other_temporary,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting
315,1994,male,medium,2,eastern_northern_finland,0,3,41400,3,6.6,full_time,education,education,education,unemployed,education,full_time,full_time,full_time,full_time,full_time,full_time,part_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_with_child,partnered_with_child,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting
316,1993,female,low,3,southern_finland,0,3,48800,3,10.6,full_time,education,education,education,education,education,full_time,full_time,full_time,full_time,full_time,full_time,full_time,part_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,partnered_with_child,partnered_with_child,partnered_with_child,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting,owner_occupied,owner_occupied,owner_occupied
317,1992,male,medium,1,western_finland,0,3,39200,3,5.9,full_time,education,education,education,full_time,full_time,full_time,part_time,inactive_care,inactive_care,part_time,part_time,full_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,partnered_no_child,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,renting,renting,renting,renting,renting,renting,renting
318,1991,female,medium,2,eastern_northern_finland,0,3,44900,3,11.4,full_time,education,education,full_time,full_time,unemployed,full_time,full_time,full_time,full_time,full_time,full_time,full_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,partnered_no_child,partnered_no_child,partnered_no_child,parental_home,parental_home,renting,renting,renting,renting,renting,owner_occupied,owner_occupied,owner_occupied,owner_occupied,owner_occupied,owner_occupied
319,1991,female,medium,4,southern_finland,0,4,20700,3,7.8,full_time,inactive_care,education,education,full_time,part_time,full_time,full_time,inactive_care,inactive_care,part_time,part_time,full_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,partnered_no_child,parental_home,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting
320,1993,female,medium,3,southern_finland,0,5,47300,5,5.0,full_time,education,education,full_time,full_time,full_time,full_time,full_time,inactive_care,inactive_care,part_time,part_time,full_time,full_time,single_no_child,single_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_with_child,partnered_with_child,partnered_with_child,partnered_with_child,partnered_with_child,parental_home,parental_home,parental_home,renting,renting,renting,renting,renting,renting,owner_occupied,owner_occupied,owner_occupied,owner_occupied
321,1991,female,medium,2,western_finland,0,4,51000,3,11.2,full_time,education,education,full_time,full_time,full_time,full_time,full_time,full_time,full_time,full_time,full_time,full_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,parental_home,parental_home,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting
322,1991,female,low,2,western_finland,0,4,45800,4,0.0,full_time,education,education,education,full_time,full_time,full_time,full_time,inactive_care,inactive_care,part_time,part_time,full_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,single_no_child,parental_home,parental_home,parental_home,parental_home,renting,renting,renting,renting,renting,renting,renting,renting,renting
323,1994,male,medium,2,capital_region,0,4,37300,3,4.7,part_time,education,education,unemployed,education,education,full_time,full_time,unemployed,full_time,full_time,part_time,part_time,part_time,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_with_child,partnered_with_child,partnered_with_child,partnered_with_child,partnered_with_child,partnered_with_child,partnered_with_child,partnered_with_child,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,other_temporary,renting,renting,renting,renting,renting
324,1990,male,medium,2,eastern_northern_finland,0,3,42500,2,6.8,full_time,education,unemployed,full_time,full_time,full_time,full_time,full_time,unemployed,unemployed,full_time,full_time,full_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_parent,single_parent,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,renting,renting,renting,renting,renting,renting,renting
325,1991,female,high,2,western_finland,0,3,40200,2,7.5,full_time,education,education,education,part_time,full_time,full_time,full_time,full_time,full_time,full_time,full_time,full_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_with_child,partnered_with_child,partnered_with_child,parental_home,parental_home,parental_home,parental_home,parental_home,renting,renting,renting,renting,renting,renting,renting,renting
326,1991,female,medium,3,eastern_northern_finland,1,5,38400,3,7.6,full_time,education,education,unemployed,part_time,full_time,part_time,full_time,unemployed,unemployed,full_time,part_time,full_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_parent,single_parent,partnered_with_child,parental_home,renting,other_temporary,other_temporary,other_temporary,renting,renting,renting,renting,renting,renting,renting,renting
327,1991,female,high,2,southern_finland,0,2,46800,1,0.8,full_time,education,education,education,education,education,unemployed,full_time,full_time,full_time,full_time,full_time,full_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_parent,single_parent,single_parent,single_parent,single_parent,single_parent,partnered_with_child,parental_home,parental_home,renting,renting,renting,renting,renting,renting,renting,renting,renting,owner_occupied,owner_occupied
328,1990,male,medium,2,western_finland,0,5,50800,5,4.2,full_time,education,education,education,education,education,full_time,full_time,full_time,full_time,full_time,full_time,full_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,other_temporary,other_temporary,other_temporary,renting,renting,renting,renting
329,1992,male,high,2,capital_region,0,4,31900,3,5.2,full_time,education,full_time,education,education,education,full_time,full_time,full_time,full_time,full_time,full_time,full_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_with_child,partnered_with_child,partnered_with_child,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,renting,renting,renting,renting,renting,renting,renting
330,1991,female,high,4,capital_region,0,3,48200,3,12.5,full_time,education,education,unemployed,inactive_care,full_time,unemployed,full_time,part_time,unemployed,full_time,unemployed,full_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_with_child,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,other_temporary,renting,owner_occupied,owner_occupied,owner_occupied,owner_occupied
331,1994,female,high,2,eastern_northern_finland,0,5,40600,5,3.3,full_time,education,education,education,education,education,full_time,full_time,full_time,full_time,full_time,full_time,inactive_care,full_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,partnered_no_child,partnered_no_child,partnered_with_child,partnered_with_child,partnered_with_child,partnered_with_child,partnered_with_child,renting,renting,renting,renting,renting,renting,renting,renting,owner_occupied,owner_occupied,owner_occupied,owner_occupied,owner_occupied
332,1992,male,low,1,eastern_northern_finland,0,2,26300,2,8.6,full_time,education,full_time,education,full_time,unemployed,part_time,full_time,inactive_care,inactive_care,part_time,part_time,full_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,partnered_no_child,partnered_no_child,partnered_with_child,partnered_with_child,partnered_with_child,partnered_with_child,partnered_with_child,parental_home,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting
333,1993,female,low,2,eastern_northern_finland,1,3,46900,4,4.8,full_time,part_time,unemployed,full_time,part_time,full_time,full_time,full_time,inactive_care,full_time,full_time,full_time,full_time,full_time,single_no_child,single_no_child,single_no_child,single_parent,partnered_with_child,partnered_with_child,partnered_with_child,partnered_with_child,partnered_with_child,partnered_with_child,partnered_with_child,partnered_with_child,partnered_with_child,parental_home,parental_home,parental_home,parental_home,parental_home,renting,renting,renting,renting,renting,renting,renting,renting
334,1992,male,high,3,southern_finland,0,4,59900,4,2.9,full_time,education,education,education,education,education,full_time,full_time,full_time,full_time,full_time,full_time,full_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,other_temporary,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting,owner_occupied
335,1991,female,medium,3,western_finland,0,3,33400,2,11.5,full_time,inactive_care,education,unemployed,part_time,full_time,unemployed,full_time,part_time,unemployed,full_time,part_time,full_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_with_child,partnered_with_child,partnered_with_child,parental_home,renting,renting,renting,renting,renting,owner_occupied,owner_occupied,owner_occupied,owner_occupied,owner_occupied,owner_occupied,owner_occupied
336,1994,male,medium,2,capital_region,0,4,38100,4,9.6,full_time,education,education,education,education,education,part_time,full_time,full_time,full_time,full_time,full_time,full_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_with_child,partnered_with_child,partnered_with_child,parental_home,parental_home,parental_home,renting,renting,renting,renting,renting,owner_occupied,owner_occupied,owner_occupied,owner_occupied,owner_occupied
337,1990,male,low,2,eastern_northern_finland,0,4,44100,4,8.7,full_time,education,education,education,full_time,inactive_care,full_time,full_time,inactive_care,inactive_care,part_time,part_time,full_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,other_temporary,other_temporary
338,1992,female,medium,1,southern_finland,0,2,37100,1,10.0,full_time,education,education,unemployed,part_time,full_time,unemployed,full_time,part_time,unemployed,full_time,part_time,full_time,unemployed,single_no_child,single_no_child,single_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,parental_home,parental_home,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting
339,1994,male,low,2,eastern_northern_finland,0,4,45200,4,5.6,full_time,education,education,full_time,full_time,full_time,full_time,full_time,inactive_care,full_time,full_time,full_time,full_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,renting,renting,renting,renting,renting,renting,renting
340,1990,female,high,4,southern_finland,0,4,28700,2,6.7,full_time,education,education,unemployed,full_time,full_time,unemployed,full_time,part_time,unemployed,full_time,part_time,full_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,renting,renting,renting,renting,renting
341,1991,male,low,3,capital_region,0,4,51600,5,3.4,part_time,education,education,full_time,full_time,full_time,full_time,full_time,full_time,full_time,full_time,full_time,full_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,parental_home,parental_home,parental_home,parental_home,renting,renting,renting,renting,renting,renting,renting,renting,renting
342,1994,male,medium,3,western_finland,0,4,53100,4,9.5,full_time,education,education,full_time,full_time,full_time,full_time,full_time,full_time,full_time,full_time,full_time,full_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_parent,single_parent,single_parent,single_parent,single_parent,single_parent,single_parent,partnered_with_child,parental_home,parental_home,parental_home,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting
343,1993,female,low,1,capital_region,0,3,41300,3,4.0,full_time,education,education,education,full_time,inactive_care,full_time,full_time,inactive_care,inactive_care,part_time,part_time,full_time,full_time,single_no_child,single_no_child,partnered_no_child,partnered_no_child,partnered_with_child,partnered_with_child,partnered_with_child,partnered_with_child,partnered_with_child,partnered_with_child,partnered_with_child,partnered_with_child,partnered_with_child,parental_home,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting
344,1990,male,low,1,eastern_northern_finland,0,2,58100,2,3.8,full_time,education,education,full_time,part_time,full_time,full_time,full_time,full_time,full_time,full_time,full_time,full_time,full_time,single_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_with_child,partnered_with_child,partnered_with_child,partnered_with_child,parental_home,parental_home,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting
345,1990,male,low,2,capital_region,0,5,39300,5,6.1,full_time,education,education,education,education,education,inactive_care,full_time,full_time,part_time,full_time,full_time,full_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_with_child,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting
346,1990,female,high,1,southern_finland,0,3,28200,1,7.0,full_time,education,education,education,part_time,full_time,full_time,full_time,inactive_care,inactive_care,part_time,part_time,full_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_with_child,partnered_with_child,partnered_with_child,partnered_with_child,partnered_with_child,parental_home,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting
347,1994,female,high,3,southern_finland,1,4,56900,4,7.0,full_time,education,education,education,education,education,full_time,full_time,full_time,full_time,full_time,full_time,full_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting
348,1993,female,medium,3,western_finland,0,5,57600,5,1.0,full_time,education,education,full_time,full_time,full_time,full_time,full_time,full_time,full_time,full_time,inactive_care,full_time,full_time,single_no_child,single_no_child,single_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_with_child,partnered_with_child,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting
349,1992,male,low,2,southern_finland,0,4,33300,4,0.0,full_time,part_time,education,education,unemployed,full_time,part_time,part_time,inactive_care,full_time,full_time,full_time,full_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_with_child,partnered_with_child,partnered_with_child,partnered_with_child,renting,renting,renting,other_temporary,other_temporary,other_temporary,renting,renting,renting,owner_occupied,owner_occupied,owner_occupied,owner_occupied
350,1992,female,low,3,capital_region,0,4,42000,4,0.3,full_time,education,education,education,unemployed,education,full_time,full_time,inactive_care,full_time,full_time,full_time,full_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,parental_home,parental_home,parental_home,parental_home,parental_home,renting,renting,renting,renting,renting,renting,renting,owner_occupied
351,1992,male,medium,3,southern_finland,1,3,34800,3,9.1,full_time,education,education,full_time,full_time,full_time,full_time,full_time,full_time,full_time,full_time,full_time,full_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,single_parent,single_parent,single_parent,single_parent,single_parent,single_parent,single_parent,single_parent,partnered_with_child,parental_home,parental_home,parental_home,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting
352,1992,female,medium,4,capital_region,1,4,45900,5,7.1,full_time,education,education,education,education,education,inactive_care,full_time,full_time,full_time,full_time,full_time,full_time,unemployed,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,parental_home,parental_home,parental_home,parental_home,parental_home,renting,renting,renting,renting,renting,renting,renting,renting
353,1990,male,high,4,southern_finland,0,4,47900,5,7.7,full_time,education,education,education,education,education,full_time,full_time,full_time,full_time,full_time,full_time,full_time,unemployed,single_no_child,single_no_child,single_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_with_child,partnered_with_child,single_parent,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,renting,renting,renting,renting,renting,renting,renting
354,1991,female,low,1,western_finland,1,3,36100,3,12.1,full_time,education,education,unemployed,part_time,full_time,full_time,full_time,part_time,unemployed,full_time,part_time,full_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,partnered_no_child,partnered_no_child,partnered_with_child,partnered_with_child,partnered_with_child,partnered_with_child,partnered_with_child,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,renting,renting,renting,renting,renting,renting
355,1990,female,low,2,southern_finland,0,4,25600,3,9.6,full_time,full_time,education,education,unemployed,unemployed,part_time,unemployed,part_time,full_time,full_time,full_time,full_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_parent,single_parent,partnered_with_child,parental_home,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting
356,1994,male,medium,3,capital_region,0,5,47200,4,1.7,full_time,education,education,full_time,full_time,full_time,full_time,full_time,full_time,full_time,full_time,inactive_care,full_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,single_parent,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,renting,renting,renting,renting
