id,age,calendar_year,employment_state,family_state,housing_state
98,19,2012,education,single_no_child,renting
98,20,2013,education,single_no_child,renting
98,21,2014,unemployed,single_no_child,renting
98,22,2015,unemployed,single_no_child,renting
98,23,2016,part_time,single_no_child,renting
98,24,2017,part_time,single_no_child,renting
98,25,2018,full_time,single_no_child,renting
98,26,2019,full_time,single_no_child,renting
98,27,2020,part_time,single_parent,renting
98,28,2021,full_time,single_parent,renting
98,29,2022,full_time,single_parent,renting
98,30,2023,full_time,single_parent,renting
99,18,2011,part_time,single_no_child,parental_home
99,19,2012,full_time,single_no_child,parental_home
99,20,2013,education,single_no_child,parental_home
99,21,2014,education,single_no_child,parental_home
99,22,2015,education,single_no_child,parental_home
99,23,2016,full_time,single_no_child,parental_home
99,24,2017,full_time,single_parent,parental_home
99,25,2018,full_time,single_parent,parental_home
99,26,2019,full_time,single_parent,parental_home
99,27,2020,inactive_care,single_parent,renting
99,28,2021,full_time,single_parent,renting
99,29,2022,unemployed,single_parent,renting
99,30,2023,full_time,single_parent,renting
100,18,2009,education,single_no_child,other_temporary
100,19,2010,education,single_no_child,renting
100,20,2011,unemployed,single_no_child,renting
100,21,2012,part_time,single_no_child,renting
100,22,2013,full_time,partnered_no_child,renting
100,23,2014,unemployed,partnered_no_child,renting
100,24,2015,full_time,partnered_no_child,renting
100,25,2016,part_time,partnered_no_child,renting
100,26,2017,unemployed,partnered_no_child,renting
100,27,2018,full_time,partnered_no_child,renting
100,28,2019,part_time,partnered_no_child,renting
100,29,2020,full_time,partnered_no_child,owner_occupied
100,30,2021,full_time,single_no_child,owner_occupied
101,18,2011,education,partnered_no_child,parental_home
101,19,2012,unemployed,partnered_no_child,parental_home
101,20,2013,inactive_care,partnered_no_child,parental_home
101,21,2014,full_time,partnered_no_child,parental_home
101,22,2015,full_time,partnered_no_child,parental_home
101,23,2016,full_time,partnered_no_child,parental_home
101,24,2017,full_time,partnered_no_child,parental_home
101,25,2018,inactive_care,partnered_no_child,parental_home
101,26,2019,inactive_care,partnered_no_child,parental_home
101,27,2020,part_time,partnered_no_child,parental_home
101,28,2021,full_time,partnered_no_child,renting
101,29,2022,full_time,partnered_with_child,renting
101,30,2023,full_time,partnered_with_child,renting
102,18,2012,education,single_no_child,parental_home
102,19,2013,education,single_no_child,parental_home
102,20,2014,education,single_no_child,parental_home
102,21,2015,education,single_no_child,parental_home
102,22,2016,unemployed,partnered_no_child,parental_home
102,23,2017,full_time,partnered_with_child,parental_home
102,24,2018,full_time,partnered_with_child,parental_home
102,25,2019,full_time,partnered_with_child,parental_home
102,26,2020,full_time,partnered_with_child,parental_home
102,27,2021,full_time,partnered_with_child,parental_home
102,28,2022,full_time,partnered_with_child,renting
102,29,2023,full_time,partnered_with_child,renting
102,30,2024,full_time,partnered_with_child,renting
103,18,2008,education,single_no_child,parental_home
103,19,2009,education,single_no_child,renting
103,20,2010,education,single_no_child,renting
103,21,2011,full_time,single_no_child,renting
103,22,2012,full_time,single_no_child,renting
103,23,2013,full_time,single_parent,renting
103,24,2014,full_time,single_parent,renting
103,25,2015,inactive_care,single_parent,renting
103,26,2016,inactive_care,single_parent,renting
103,27,2017,part_time,single_parent,owner_occupied
103,28,2018,part_time,single_parent,owner_occupied
103,29,2019,full_time,single_parent,owner_occupied
103,30,2020,full_time,single_parent,owner_occupied
104,18,2010,education,single_no_child,other_temporary
104,19,2011,part_time,single_no_child,other_temporary
104,20,2012,education,partnered_no_child,renting
104,21,2013,education,partnered_no_child,renting
104,22,2014,education,partnered_no_child,renting
104,23,2015,full_time,partnered_no_child,renting
104,24,2016,full_time,partnered_no_child,renting
104,25,2017,full_time,partnered_with_child,renting
104,26,2018,full_time,partnered_with_child,renting
104,27,2019,full_time,partnered_with_child,renting
104,28,2020,full_time,partnered_with_child,renting
104,29,2021,full_time,partnered_with_child,renting
104,30,2022,full_time,partnered_with_child,renting
105,18,2010,education,single_no_child,parental_home
105,19,2011,education,single_no_child,parental_home
105,20,2012,part_time,single_no_child,renting
105,21,2013,education,single_no_child,renting
105,22,2014,education,single_no_child,renting
105,23,2015,unemployed,single_no_child,renting
105,24,2016,full_time,single_no_child,renting
105,25,2017,full_time,single_no_child,renting
105,26,2018,full_time,single_no_child,renting
105,27,2019,full_time,single_no_child,renting
105,28,2020,full_time,single_no_child,renting
105,29,2021,full_time,partnered_no_child,renting
105,30,2022,full_time,partnered_no_child,renting
106,18,2008,education,single_no_child,parental_home
106,19,2009,education,single_no_child,parental_home
106,20,2010,education,single_no_child,parental_home
106,21,2011,full_time,single_no_child,renting
106,22,2012,full_time,single_no_child,renting
106,23,2013,full_time,single_no_child,renting
106,24,2014,full_time,single_no_child,renting
106,25,2015,unemployed,single_no_child,renting
106,26,2016,inactive_care,single_no_child,renting
106,27,2017,part_time,single_no_child,renting
106,28,2018,part_time,single_no_child,renting
106,29,2019,full_time,single_no_child,renting
106,30,2020,full_time,single_parent,renting
107,18,2011,education,single_no_child,parental_home
107,19,2012,education,single_no_child,parental_home
107,20,2013,education,single_no_child,parental_home
107,21,2014,education,single_no_child,parental_home
107,22,2015,education,single_no_child,parental_home
107,23,2016,full_time,partnered_no_child,parental_home
107,24,2017,full_time,partnered_no_child,parental_home
107,25,2018,full_time,partnered_no_child,parental_home
107,26,2019,full_time,partnered_with_child,parental_home
107,27,2020,full_time,partnered_with_child,parental_home
107,28,2021,full_time,partnered_with_child,parental_home
107,29,2022,unemployed,partnered_with_child,parental_home
107,30,2023,full_time,partnered_with_child,renting
108,18,2008,education,single_no_child,parental_home
108,19,2009,unemployed,single_no_child,parental_home
108,20,2010,unemployed,single_no_child,parental_home
108,21,2011,unemployed,single_no_child,parental_home
108,22,2012,part_time,single_no_child,parental_home
108,23,2013,part_time,single_no_child,parental_home
108,24,2014,unemployed,partnered_no_child,parental_home
108,25,2015,inactive_care,partnered_no_child,parental_home
108,26,2016,unemployed,partnered_no_child,renting
108,27,2017,part_time,partnered_with_child,owner_occupied
108,28,2018,unemployed,partnered_with_child,owner_occupied
108,29,2019,full_time,partnered_with_child,owner_occupied
108,30,2020,part_time,partnered_with_child,owner_occupied
109,18,2008,education,single_no_child,renting
109,19,2009,unemployed,single_no_child,renting
109,20,2010,unemployed,single_no_child,renting
109,21,2011,unemployed,single_no_child,renting
109,22,2012,part_time,single_no_child,renting
109,23,2013,part_time,single_no_child,renting
109,24,2014,unemployed,single_no_child,renting
109,25,2015,inactive_care,single_no_child,renting
109,26,2016,part_time,single_no_child,renting
109,27,2017,unemployed,single_no_child,renting
109,28,2018,unemployed,partnered_no_child,renting
109,29,2019,inactive_care,partnered_no_child,renting
109,30,2020,part_time,partnered_no_child,renting
110,18,2008,education,single_no_child,parental_home
110,19,2009,education,single_no_child,parental_home
110,20,2010,education,single_no_child,parental_home
110,21,2011,inactive_care,single_no_child,parental_home
110,22,2012,unemployed,single_no_child,renting
110,23,2013,part_time,partnered_no_child,renting
110,24,2014,part_time,partnered_no_child,renting
110,25,2015,full_time,partnered_no_child,renting
110,26,2016,full_time,partnered_no_child,renting
110,27,2017,full_time,partnered_no_child,renting
110,28,2018,full_time,partnered_no_child,renting
110,29,2019,full_time,partnered_no_child,renting
110,30,2020,full_time,partnered_no_child,renting
111,18,2010,education,single_no_child,renting
111,19,2011,education,single_no_child,renting
111,20,2012,education,single_no_child,renting
111,21,2013,education,single_no_child,renting
111,22,2014,education,single_parent,renting
111,23,2015,full_time,partnered_with_child,renting
111,24,2016,full_time,partnered_with_child,renting
111,25,2017,full_time,partnered_with_child,renting
111,26,2018,full_time,partnered_with_child,renting
111,27,2019,full_time,partnered_with_child,owner_occupied
111,28,2020,full_time,partnered_with_child,owner_occupied
111,29,2021,full_time,partnered_with_child,owner_occupied
111,30,2022,full_time,partnered_with_child,owner_occupied
112,18,2011,education,single_no_child,other_temporary
112,19,2012,education,single_no_child,other_temporary
112,20,2013,full_time,single_no_child,renting
112,21,2014,full_time,single_no_child,renting
112,22,2015,full_time,single_no_child,renting
112,23,2016,full_time,single_no_child,renting
112,24,2017,full_time,single_no_child,renting
112,25,2018,full_time,single_no_child,renting
112,26,2019,full_time,partnered_no_child,renting
112,27,2020,full_time,partnered_with_child,renting
112,28,2021,full_time,partnered_with_child,renting
112,29,2022,full_time,partnered_with_child,renting
112,30,2023,full_time,partnered_with_child,renting
113,18,2009,education,single_no_child,renting
113,19,2010,education,single_no_child,renting
113,20,2011,education,single_no_child,renting
113,21,2012,full_time,single_no_child,renting
113,22,2013,full_time,single_no_child,renting
113,23,2014,full_time,single_no_child,renting
113,24,2015,full_time,partnered_no_child,renting
113,25,2016,inactive_care,partnered_no_child,renting
113,26,2017,inactive_care,partnered_no_child,renting
113,27,2018,part_time,partnered_no_child,renting
113,28,2019,part_time,partnered_no_child,renting
113,29,2020,full_time,partnered_no_child,renting
113,30,2021,part_time,partnered_no_child,renting
114,18,2010,education,single_no_child,parental_home
114,19,2011,education,single_no_child,parental_home
114,20,2012,education,partnered_no_child,parental_home
114,21,2013,education,partnered_no_child,other_temporary
114,22,2014,education,partnered_no_child,other_temporary
114,23,2015,full_time,partnered_no_child,other_temporary
114,24,2016,unemployed,partnered_no_child,renting
114,25,2017,full_time,partnered_no_child,renting
114,26,2018,full_time,partnered_no_child,renting
114,27,2019,full_time,partnered_no_child,renting
114,28,2020,full_time,partnered_no_child,renting
114,29,2021,full_time,partnered_with_child,owner_occupied
114,30,2022,inactive_care,partnered_with_child,owner_occupied
115,18,2011,education,single_no_child,parental_home
115,19,2012,education,single_no_child,parental_home
115,20,2013,education,single_no_child,parental_home
115,21,2014,full_time,single_no_child,parental_home
115,22,2015,education,single_no_child,parental_home
115,23,2016,full_time,single_no_child,parental_home
115,24,2017,full_time,single_no_child,parental_home
115,25,2018,full_time,single_no_child,other_temporary
115,26,2019,full_time,single_no_child,renting
115,27,2020,full_time,single_no_child,renting
115,28,2021,full_time,partnered_no_child,renting
115,29,2022,full_time,partnered_no_child,owner_occupied
115,30,2023,full_time,partnered_no_child,owner_occupied
116,18,2011,education,single_no_child,parental_home
116,19,2012,education,single_no_child,parental_home
116,20,2013,education,single_no_child,parental_home
116,21,2014,education,single_no_child,parental_home
116,22,2015,education,single_no_child,parental_home
116,23,2016,full_time,single_no_child,parental_home
116,24,2017,full_time,single_no_child,parental_home
116,25,2018,full_time,single_no_child,parental_home
116,26,2019,part_time,single_no_child,parental_home
116,27,2020,full_time,single_no_child,parental_home
116,28,2021,full_time,single_no_child,renting
116,29,2022,full_time,single_no_child,renting
116,30,2023,full_time,single_no_child,renting
117,18,2009,education,single_no_child,renting
117,19,2010,education,single_no_child,renting
117,20,2011,unemployed,single_no_child,renting
117,21,2012,part_time,partnered_no_child,renting
117,22,2013,full_time,partnered_no_child,renting
117,23,2014,part_time,partnered_with_child,renting
117,24,2015,full_time,partnered_with_child,renting
117,25,2016,part_time,partnered_with_child,renting
117,26,2017,unemployed,partnered_with_child,renting
117,27,2018,full_time,partnered_with_child,renting
117,28,2019,part_time,partnered_with_child,renting
117,29,2020,full_time,partnered_with_child,renting
117,30,2021,full_time,partnered_with_child,owner_occupied
118,18,2008,education,single_no_child,parental_home
118,19,2009,education,single_no_child,parental_home
118,20,2010,education,single_no_child,parental_home
118,21,2011,education,single_no_child,parental_home
118,22,2012,education,single_no_child,parental_home
118,23,2013,part_time,single_no_child,parental_home
118,24,2014,full_time,single_no_child,parental_home
118,25,2015,full_time,single_no_child,parental_home
118,26,2016,full_time,single_no_child,parental_home
118,27,2017,full_time,single_no_child,parental_home
118,28,2018,full_time,single_no_child,parental_home
118,29,2019,full_time,partnered_no_child,parental_home
118,30,2020,full_time,partnered_no_child,parental_home
119,18,2010,education,single_no_child,parental_home
119,19,2011,education,single_no_child,parental_home
119,20,2012,education,single_no_child,parental_home
119,21,2013,full_time,single_no_child,parental_home
119,22,2014,part_time,single_no_child,parental_home
119,23,2015,full_time,partnered_no_child,parental_home
119,24,2016,full_time,partnered_no_child,parental_home
119,25,2017,inactive_care,partnered_no_child,parental_home
119,26,2018,inactive_care,partnered_no_child,parental_home
119,27,2019,part_time,partnered_no_child,parental_home
119,28,2020,part_time,single_no_child,renting
119,29,2021,full_time,single_no_child,renting
119,30,2022,full_time,single_no_child,renting
120,18,2009,education,single_no_child,parental_home
120,19,2010,part_time,single_no_child,parental_home
120,20,2011,education,single_no_child,parental_home
120,21,2012,education,partnered_no_child,parental_home
120,22,2013,education,partnered_no_child,renting
120,23,2014,full_time,partnered_no_child,renting
120,24,2015,full_time,partnered_no_child,renting
120,25,2016,full_time,partnered_no_child,renting
120,26,2017,full_time,partnered_no_child,renting
120,27,2018,full_time,partnered_with_child,renting
120,28,2019,part_time,partnered_with_child,renting
120,29,2020,full_time,partnered_with_child,renting
120,30,2021,full_time,partnered_with_child,renting
121,18,2010,education,single_no_child,parental_home
121,19,2011,full_time,single_no_child,parental_home
121,20,2012,education,single_no_child,parental_home
121,21,2013,education,single_no_child,parental_home
121,22,2014,education,single_no_child,parental_home
121,23,2015,full_time,partnered_no_child,parental_home
121,24,2016,full_time,single_no_child,parental_home
121,25,2017,full_time,single_no_child,parental_home
121,26,2018,full_time,single_no_child,renting
121,27,2019,full_time,single_no_child,renting
121,28,2020,full_time,single_no_child,renting
121,29,2021,full_time,single_parent,renting
121,30,2022,full_time,single_parent,renting
122,18,2011,education,single_no_child,parental_home
122,19,2012,part_time,single_no_child,parental_home
122,20,2013,education,single_no_child,parental_home
122,21,2014,education,partnered_no_child,parental_home
122,22,2015,education,partnered_no_child,parental_home
122,23,2016,full_time,partnered_no_child,renting
122,24,2017,full_time,partnered_with_child,owner_occupied
122,25,2018,full_time,partnered_with_child,owner_occupied
122,26,2019,inactive_care,partnered_with_child,owner_occupied
122,27,2020,full_time,partnered_with_child,owner_occupied
122,28,2021,full_time,partnered_with_child,owner_occupied
122,29,2022,full_time,partnered_with_child,owner_occupied
122,30,2023,full_time,partnered_with_child,owner_occupied
123,18,2012,education,partnered_no_child,parental_home
123,19,2013,education,partnered_no_child,parental_home
123,20,2014,education,partnered_no_child,parental_home
123,21,2015,unemployed,partnered_with_child,parental_home
123,22,2016,unemployed,partnered_with_child,parental_home
123,23,2017,part_time,partnered_with_child,parental_home
123,24,2018,part_time,partnered_with_child,parental_home
123,25,2019,full_time,partnered_with_child,parental_home
123,26,2020,full_time,partnered_with_child,renting
123,27,2021,full_time,partnered_with_child,renting
123,28,2022,full_time,partnered_with_child,renting
123,29,2023,part_time,partnered_with_child,renting
123,30,2024,full_time,partnered_with_child,owner_occupied
124,18,2011,education,single_no_child,parental_home
124,19,2012,education,single_no_child,renting
124,20,2013,education,single_no_child,renting
124,21,2014,education,single_no_child,renting
124,22,2015,education,single_no_child,renting
124,23,2016,full_time,single_no_child,renting
124,24,2017,full_time,single_no_child,renting
124,25,2018,full_time,single_no_child,renting
124,26,2019,full_time,single_no_child,renting
124,27,2020,full_time,single_no_child,renting
124,28,2021,full_time,single_no_child,renting
124,29,2022,inactive_care,single_no_child,owner_occupied
124,30,2023,full_time,single_no_child,owner_occupied
125,18,2009,education,single_no_child,parental_home
125,19,2010,education,single_no_child,parental_home
125,20,2011,education,single_no_child,parental_home
125,21,2012,full_time,single_no_child,parental_home
125,22,2013,full_time,single_no_child,renting
125,23,2014,inactive_care,single_no_child,renting
125,24,2015,part_time,single_no_child,renting
125,25,2016,inactive_care,partnered_no_child,renting
125,26,2017,inactive_care,partnered_no_child,owner_occupied
125,27,2018,unemployed,partnered_no_child,owner_occupied
125,28,2019,part_time,partnered_no_child,owner_occupied
125,29,2020,full_time,partnered_no_child,renting
125,30,2021,full_time,partnered_no_child,renting
126,18,2010,education,single_no_child,renting
126,19,2011,education,single_no_child,renting
126,20,2012,education,single_no_child,renting
126,21,2013,unemployed,single_no_child,renting
126,22,2014,education,single_no_child,renting
126,23,2015,full_time,single_no_child,renting
126,24,2016,full_time,partnered_no_child,owner_occupied
126,25,2017,full_time,partnered_no_child,owner_occupied
126,26,2018,full_time,partnered_no_child,owner_occupied
126,27,2019,full_time,partnered_no_child,owner_occupied
126,28,2020,full_time,partnered_no_child,owner_occupied
126,29,2021,full_time,partnered_no_child,owner_occupied
126,30,2022,full_time,partnered_no_child,owner_occupied
127,18,2011,education,single_no_child,parental_home
127,19,2012,education,single_no_child,parental_home
127,20,2013,unemployed,single_no_child,parental_home
127,21,2014,part_time,single_no_child,parental_home
127,22,2015,full_time,single_no_child,parental_home
127,23,2016,part_time,single_no_child,parental_home
127,24,2017,inactive_care,single_no_child,parental_home
127,25,2018,part_time,single_no_child,parental_home
127,26,2019,unemployed,single_parent,parental_home
127,27,2020,inactive_care,single_parent,parental_home
127,28,2021,part_time,single_parent,parental_home
127,29,2022,full_time,single_parent,parental_home
127,30,2023,full_time,single_parent,parental_home
128,18,2008,education,single_no_child,renting
128,19,2009,education,single_no_child,renting
128,20,2010,unemployed,single_no_child,renting
128,21,2011,part_time,single_no_child,renting
128,22,2012,full_time,single_no_child,renting
128,23,2013,unemployed,single_no_child,renting
128,24,2014,full_time,single_no_child,renting
128,25,2015,part_time,single_parent,renting
128,26,2016,unemployed,single_parent,renting
128,27,2017,full_time,single_parent,renting
128,28,2018,part_time,single_parent,renting
128,29,2019,full_time,single_parent,renting
128,30,2020,full_time,single_parent,renting
129,18,2012,education,single_no_child,renting
129,19,2013,education,single_no_child,renting
129,20,2014,full_time,single_no_child,renting
129,21,2015,full_time,single_no_child,renting
129,22,2016,full_time,single_no_child,renting
129,23,2017,full_time,single_no_child,renting
129,24,2018,full_time,single_no_child,renting
129,25,2019,full_time,single_no_child,renting
129,26,2020,full_time,single_no_child,renting
129,27,2021,full_time,partnered_no_child,renting
129,28,2022,full_time,partnered_no_child,renting
129,29,2023,full_time,partnered_no_child,renting
129,30,2024,full_time,partnered_no_child,renting
130,18,2011,unemployed,single_no_child,parental_home
130,19,2012,education,single_no_child,parental_home
130,20,2013,full_time,single_no_child,parental_home
130,21,2014,full_time,single_no_child,parental_home
130,22,2015,unemployed,single_no_child,parental_home
130,23,2016,full_time,single_no_child,parental_home
130,24,2017,full_time,partnered_no_child,parental_home
130,25,2018,full_time,partnered_no_child,parental_home
130,26,2019,unemployed,partnered_no_child,parental_home
130,27,2020,full_time,partnered_with_child,parental_home
130,28,2021,full_time,partnered_with_child,renting
130,29,2022,full_time,partnered_with_child,renting
130,30,2023,full_time,partnered_with_child,renting
131,18,2012,education,single_no_child,parental_home
131,19,2013,inactive_care,single_no_child,parental_home
131,20,2014,unemployed,single_no_child,parental_home
131,21,2015,part_time,single_no_child,parental_home
131,22,2016,full_time,single_no_child,parental_home
131,23,2017,unemployed,single_no_child,parental_home
131,24,2018,full_time,partnered_no_child,parental_home
131,25,2019,part_time,partnered_no_child,renting
131,26,2020,unemployed,partnered_no_child,renting
131,27,2021,full_time,partnered_no_child,renting
131,28,2022,part_time,single_no_child,renting
131,29,2023,full_time,partnered_no_child,renting
131,30,2024,full_time,partnered_with_child,renting
132,18,2012,education,single_no_child,parental_home
132,19,2013,unemployed,single_no_child,parental_home
132,20,2014,unemployed,single_no_child,parental_home
132,21,2015,part_time,single_no_child,parental_home
132,22,2016,unemployed,single_no_child,parental_home
132,23,2017,full_time,single_no_child,parental_home
132,24,2018,unemployed,single_no_child,parental_home
132,25,2019,inactive_care,single_no_child,parental_home
132,26,2020,unemployed,partnered_no_child,parental_home
132,27,2021,part_time,partnered_no_child,parental_home
132,28,2022,unemployed,partnered_no_child,parental_home
132,29,2023,full_time,partnered_with_child,renting
132,30,2024,inactive_care,partnered_with_child,renting
133,18,2008,education,single_no_child,parental_home
133,19,2009,education,single_no_child,parental_home
133,20,2010,education,single_no_child,parental_home
133,21,2011,education,single_no_child,parental_home
133,22,2012,education,single_no_child,parental_home
133,23,2013,full_time,single_no_child,parental_home
133,24,2014,full_time,single_no_child,parental_home
133,25,2015,full_time,single_no_child,parental_home
133,26,2016,full_time,single_no_child,parental_home
133,27,2017,full_time,single_no_child,renting
133,28,2018,full_time,single_no_child,renting
133,29,2019,full_time,single_no_child,renting
133,30,2020,full_time,partnered_no_child,renting
134,18,2009,education,single_no_child,parental_home
134,19,2010,education,single_no_child,parental_home
134,20,2011,education,single_no_child,parental_home
134,21,2012,full_time,single_no_child,renting
134,22,2013,full_time,single_no_child,renting
134,23,2014,part_time,single_no_child,renting
134,24,2015,full_time,single_no_child,renting
134,25,2016,inactive_care,single_no_child,renting
134,26,2017,inactive_care,single_no_child,renting
134,27,2018,part_time,partnered_no_child,renting
134,28,2019,part_time,partnered_no_child,renting
134,29,2020,full_time,partnered_no_child,renting
134,30,2021,full_time,partnered_no_child,renting
135,18,2011,education,single_no_child,renting
135,19,2012,education,single_no_child,renting
135,20,2013,full_time,partnered_no_child,renting
135,21,2014,full_time,partnered_no_child,renting
135,22,2015,part_time,partnered_no_child,renting
135,23,2016,unemployed,partnered_no_child,renting
135,24,2017,full_time,partnered_no_child,renting
135,25,2018,full_time,partnered_no_child,renting
135,26,2019,full_time,partnered_no_child,renting
135,27,2020,full_time,partnered_no_child,renting
135,28,2021,part_time,partnered_no_child,renting
135,29,2022,full_time,partnered_no_child,renting
135,30,2023,full_time,partnered_no_child,renting
136,18,2011,education,single_no_child,other_temporary
136,19,2012,education,single_no_child,renting
136,20,2013,education,single_no_child,renting
136,21,2014,education,single_no_child,renting
136,22,2015,education,single_no_child,renting
136,23,2016,full_time,single_no_child,renting
136,24,2017,full_time,single_no_child,renting
136,25,2018,full_time,single_no_child,renting
136,26,2019,full_time,single_no_child,renting
136,27,2020,full_time,single_no_child,owner_occupied
136,28,2021,full_time,single_no_child,owner_occupied
136,29,2022,full_time,single_no_child,owner_occupied
136,30,2023,unemployed,single_no_child,owner_occupied
137,18,2010,education,single_no_child,parental_home
137,19,2011,education,single_no_child,parental_home
137,20,2012,full_time,single_no_child,parental_home
137,21,2013,full_time,partnered_no_child,parental_home
137,22,2014,full_time,partnered_no_child,renting
137,23,2015,full_time,partnered_no_child,renting
137,24,2016,full_time,partnered_no_child,renting
137,25,2017,inactive_care,partnered_no_child,renting
137,26,2018,full_time,partnered_no_child,renting
137,27,2019,part_time,partnered_no_child,renting
137,28,2020,full_time,partnered_no_child,renting
137,29,2021,full_time,partnered_no_child,renting
137,30,2022,full_time,partnered_no_child,renting
138,18,2012,education,single_no_child,parental_home
138,19,2013,education,single_no_child,parental_home
138,20,2014,education,single_no_child,parental_home
138,21,2015,education,single_no_child,parental_home
138,22,2016,education,single_no_child,parental_home
138,23,2017,full_time,single_no_child,parental_home
138,24,2018,full_time,single_no_child,parental_home
138,25,2019,full_time,single_no_child,renting
138,26,2020,full_time,single_no_child,renting
138,27,2021,part_time,single_no_child,owner_occupied
138,28,2022,full_time,single_no_child,owner_occupied
138,29,2023,full_time,single_no_child,owner_occupied
138,30,2024,full_time,partnered_no_child,owner_occupied
139,18,2012,education,single_no_child,parental_home
139,19,2013,education,single_no_child,parental_home
139,20,2014,unemployed,single_no_child,parental_home
139,21,2015,part_time,single_no_child,parental_home
139,22,2016,full_time,single_no_child,parental_home
139,23,2017,unemployed,single_no_child,parental_home
139,24,2018,full_time,partnered_no_child,parental_home
139,25,2019,part_time,partnered_no_child,parental_home
139,26,2020,unemployed,partnered_no_child,parental_home
139,27,2021,full_time,partnered_no_child,parental_home
139,28,2022,part_time,partnered_no_child,renting
139,29,2023,full_time,partnered_no_child,renting
139,30,2024,full_time,partnered_no_child,renting
140,18,2010,part_time,single_no_child,parental_home
140,19,2011,education,single_no_child,parental_home
140,20,2012,education,single_no_child,parental_home
140,21,2013,education,single_no_child,parental_home
140,22,2014,education,partnered_no_child,parental_home
140,23,2015,full_time,partnered_no_child,renting
140,24,2016,full_time,partnered_no_child,renting
140,25,2017,full_time,partnered_no_child,renting
140,26,2018,full_time,partnered_no_child,renting
140,27,2019,full_time,partnered_no_child,renting
140,28,2020,full_time,partnered_no_child,renting
140,29,2021,full_time,partnered_no_child,renting
140,30,2022,full_time,partnered_no_child,renting
141,18,2010,education,single_no_child,parental_home
141,19,2011,education,single_no_child,parental_home
141,20,2012,education,single_no_child,parental_home
141,21,2013,education,single_no_child,parental_home
141,22,2014,education,single_no_child,parental_home
141,23,2015,part_time,single_no_child,renting
141,24,2016,full_time,single_no_child,renting
141,25,2017,full_time,partnered_no_child,owner_occupied
141,26,2018,full_time,partnered_no_child,owner_occupied
141,27,2019,full_time,partnered_no_child,owner_occupied
141,28,2020,full_time,partnered_no_child,owner_occupied
141,29,2021,full_time,partnered_no_child,owner_occupied
141,30,2022,part_time,partnered_no_child,owner_occupied
142,18,2009,education,single_no_child,parental_home
142,19,2010,education,single_no_child,parental_home
142,20,2011,education,single_no_child,parental_home
142,21,2012,full_time,single_no_child,other_temporary
142,22,2013,unemployed,single_no_child,other_temporary
142,23,2014,full_time,single_no_child,renting
142,24,2015,full_time,single_no_child,renting
142,25,2016,inactive_care,single_no_child,renting
142,26,2017,inactive_care,single_no_child,renting
142,27,2018,unemployed,single_no_child,renting
142,28,2019,full_time,single_parent,renting
142,29,2020,full_time,single_parent,renting
142,30,2021,full_time,single_parent,renting
143,18,2011,education,single_no_child,parental_home
143,19,2012,inactive_care,single_no_child,parental_home
143,20,2013,unemployed,partnered_no_child,parental_home
143,21,2014,unemployed,partnered_no_child,renting
143,22,2015,part_time,partnered_no_child,renting
143,23,2016,unemployed,partnered_no_child,renting
143,24,2017,unemployed,partnered_no_child,renting
143,25,2018,inactive_care,partnered_no_child,renting
143,26,2019,unemployed,partnered_no_child,renting
143,27,2020,part_time,partnered_no_child,renting
143,28,2021,unemployed,partnered_no_child,renting
143,29,2022,full_time,partnered_no_child,renting
143,30,2023,part_time,partnered_no_child,renting
144,18,2008,education,single_no_child,renting
144,19,2009,education,single_no_child,renting
144,20,2010,education,single_no_child,renting
144,21,2011,education,single_no_child,renting
144,22,2012,education,single_no_child,renting
144,23,2013,full_time,partnered_no_child,renting
144,24,2014,full_time,partnered_no_child,renting
144,25,2015,full_time,partnered_no_child,renting
144,26,2016,full_time,partnered_no_child,renting
144,27,2017,full_time,partnered_no_child,renting
144,28,2018,full_time,partnered_with_child,renting
144,29,2019,full_time,partnered_with_child,renting
144,30,2020,part_time,partnered_with_child,renting
145,18,2009,education,single_no_child,renting
145,19,2010,education,single_no_child,renting
145,20,2011,full_time,single_no_child,renting
145,21,2012,full_time,single_no_child,renting
145,22,2013,full_time,single_no_child,renting
145,23,2014,full_time,single_no_child,renting
145,24,2015,full_time,single_no_child,renting
145,25,2016,full_time,single_no_child,renting
145,26,2017,full_time,partnered_no_child,renting
145,27,2018,full_time,partnered_no_child,renting
145,28,2019,full_time,partnered_with_child,renting
145,29,2020,full_time,partnered_with_child,renting
145,30,2021,full_time,single_parent,renting
146,18,2009,education,single_no_child,parental_home
146,19,2010,education,single_no_child,renting
146,20,2011,education,single_no_child,renting
146,21,2012,unemployed,single_no_child,renting
146,22,2013,unemployed,single_no_child,renting
146,23,2014,inactive_care,single_no_child,renting
146,24,2015,part_time,single_no_child,renting
146,25,2016,full_time,single_parent,renting
146,26,2017,full_time,single_parent,renting
146,27,2018,full_time,single_parent,renting
146,28,2019,full_time,partnered_with_child,renting
146,29,2020,full_time,partnered_with_child,renting
146,30,2021,full_time,partnered_with_child,renting
147,18,2011,education,single_no_child,renting
147,19,2012,unemployed,single_no_child,renting
147,20,2013,full_time,single_no_child,renting
147,21,2014,unemployed,single_no_child,renting
147,22,2015,part_time,single_no_child,renting
147,23,2016,unemployed,single_no_child,renting
147,24,2017,unemployed,single_no_child,renting
147,25,2018,inactive_care,single_parent,renting
147,26,2019,unemployed,single_parent,renting
147,27,2020,part_time,single_parent,renting
147,28,2021,unemployed,single_parent,renting
147,29,2022,full_time,single_parent,renting
